date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,city,price_per_sqft
2014-05-16,480000.0,4.0,2.5,2430,5000,2.0,3,2009,Snoqualmie,197.53
2014-05-16,804995.0,5.0,1.5,3360,5402,2.0,3,2014,Sammamish,239.58
2014-05-16,341000.0,3.0,2.5,1480,1663,2.0,3,2012,Seattle,230.41
2014-05-16,675000.0,5.0,2.5,3200,6455,2.0,3,2009,Snoqualmie,210.94
2014-05-16,611000.0,3.0,2.5,2134,1984,2.5,3,2008,Issaquah,286.32
2014-05-16,379950.0,3.0,3.25,1860,1787,3.0,3,2007,Shoreline,204.27
2014-05-16,1270000.0,4.0,3.0,5520,8313,2.0,3,2008,Bellevue,230.07
2014-05-16,500000.0,2.0,2.5,1310,1500,2.0,3,2006,Seattle,381.68
2014-05-17,410000.0,3.0,2.0,1700,4250,1.0,3,1944,Seattle,241.18
2014-05-18,415000.0,3.0,2.5,2480,8342,2.0,3,1986,Renton,167.34
2014-05-18,297000.0,5.0,2.5,1970,8605,2.0,4,1994,Enumclaw,150.76
2014-05-18,575550.0,4.0,2.5,2060,7475,1.0,3,1985,Redmond,279.39
2014-05-18,534640.0,3.0,2.5,2130,3500,1.0,4,1994,Woodinville,251.0
2014-05-18,352500.0,3.0,2.25,1410,14110,1.0,3,1987,Snoqualmie,250.0
2014-05-18,488000.0,2.0,2.0,1360,4688,1.0,3,1944,Seattle,358.82
2014-05-18,732000.0,3.0,2.0,1940,55756,1.0,5,1954,Bellevue,377.32
2014-05-19,215000.0,2.0,2.25,1610,2040,2.0,4,1979,Renton,133.54
2014-05-19,592500.0,2.0,2.0,1420,9191,1.5,5,1928,Seattle,417.25
2014-05-19,290000.0,4.0,2.5,1700,7280,2.0,4,1988,Kent,170.59
2014-05-19,475000.0,2.0,1.0,1490,3825,1.0,3,1929,Seattle,318.79
2014-05-19,320000.0,3.0,2.5,2680,7757,2.0,3,1990,Federal Way,119.4
2014-05-19,1216000.0,4.0,2.5,3190,8684,1.0,5,1967,Bellevue,381.19
2014-05-19,290000.0,5.0,1.5,2120,7700,1.5,5,1962,Renton,136.79
2014-05-19,487250.0,4.0,2.0,1690,3250,1.5,3,1901,Seattle,288.31
2014-05-19,339000.0,4.0,2.5,1830,8601,2.0,3,2003,Maple Valley,185.25
2014-05-19,440000.0,2.0,1.5,1010,1968,1.5,5,1906,Seattle,435.64
2014-05-19,366500.0,4.0,2.75,2070,9300,1.0,5,1945,Shoreline,177.05
2014-05-19,462000.0,3.0,1.5,1710,4500,1.5,3,1928,Seattle,270.18
2014-05-19,560000.0,4.0,1.0,1660,4690,1.5,3,1945,Seattle,337.35
2014-05-19,285000.0,4.0,1.75,2080,13629,1.0,4,1955,Seattle,137.02
2014-05-19,280000.0,3.0,2.5,1270,9675,2.0,3,1993,North Bend,220.47
2014-05-19,210000.0,3.0,1.0,1080,21043,1.0,3,1942,Seattle,194.44
2014-05-19,690000.0,3.0,2.0,1610,5100,1.5,5,1940,Seattle,428.57
2014-05-19,256500.0,2.0,1.0,1120,9912,1.0,4,1980,Vashon,229.02
2014-05-19,411000.0,4.0,2.75,2500,5257,2.0,3,1966,Seattle,164.4
2014-05-19,215000.0,3.0,1.0,970,7275,1.0,4,1970,Kent,221.65
2014-05-19,762000.0,5.0,2.0,3370,5000,1.5,4,1907,Seattle,226.11
2014-05-19,359950.0,3.0,1.0,1290,189486,1.0,4,1960,Auburn,279.03
2014-05-19,480000.0,4.0,3.5,3370,435600,2.0,3,2005,North Bend,142.43
2014-05-19,1405000.0,4.0,3.5,3410,10769,2.0,3,2008,Bellevue,412.02
2014-05-19,390000.0,4.0,2.5,2490,8290,2.0,3,1999,Auburn,156.63
2014-05-19,413500.0,2.0,1.0,770,4000,1.0,5,1924,Seattle,537.01
2014-05-19,285000.0,1.0,1.5,810,3211,2.0,4,1982,Kirkland,351.85
2014-05-19,475000.0,4.0,2.5,3060,10043,1.0,4,1968,Shoreline,155.23
2014-05-19,386591.0,3.0,2.5,1690,1613,2.0,3,2014,Issaquah,228.75
2014-05-19,524950.0,3.0,1.75,1890,3825,1.0,3,1974,Seattle,277.75
2014-05-19,241000.0,2.0,2.0,1470,3128,2.0,3,2005,Maple Valley,163.95
2014-05-19,461000.0,2.0,1.0,1060,7193,1.0,3,1926,Seattle,434.91
2014-05-19,810000.0,4.0,2.5,3480,59242,2.0,3,1988,Woodinville,232.76
2014-05-19,885000.0,4.0,2.75,2730,3560,1.5,3,1921,Seattle,324.18
2014-05-19,247000.0,3.0,2.25,1580,7941,2.0,4,1986,Federal Way,156.33
2014-05-19,296500.0,3.0,2.75,2170,7900,1.0,4,1978,Kent,136.64
2014-05-19,141800.0,2.0,1.0,930,4743,1.0,4,1942,Renton,152.47
2014-05-19,333000.0,4.0,2.0,1580,7800,2.0,2,1906,Seattle,210.76
2014-05-19,602000.0,5.0,1.75,3290,11900,1.5,3,1973,Redmond,182.98
2014-05-19,565000.0,4.0,2.25,2110,10698,2.0,4,1979,Issaquah,267.77
2014-05-19,373000.0,3.0,2.5,1670,3565,2.0,3,1999,Woodinville,223.35
2014-05-19,588000.0,3.0,2.25,2030,7350,1.0,4,1977,Redmond,289.66
2014-05-19,485000.0,3.0,1.0,1500,4100,1.5,3,1926,Seattle,323.33
2014-05-19,482500.0,3.0,2.25,1450,1445,2.0,3,2005,Seattle,332.76
2014-05-19,251200.0,4.0,1.5,1310,8250,1.0,3,1953,Des Moines,191.76
2014-05-19,869000.0,5.0,3.25,4180,49222,2.0,4,1979,Issaquah,207.89
2014-05-19,464000.0,3.0,1.75,1630,28600,1.0,3,1967,Woodinville,284.66
2014-05-19,755000.0,4.0,2.5,2660,10452,2.0,3,1993,Redmond,283.83
2014-05-19,280000.0,3.0,2.5,1720,1916,2.0,3,2005,Renton,162.79
2014-05-19,485000.0,2.0,2.25,1260,1240,3.0,3,2004,Seattle,384.92
2014-05-19,305000.0,3.0,1.75,1610,12247,1.0,3,1981,Renton,189.44
2014-05-19,110700.0,2.0,1.0,680,8064,1.0,3,1941,SeaTac,162.79
2014-05-19,850000.0,4.0,3.5,2640,5900,2.0,3,1937,Seattle,321.97
2014-05-19,350000.0,3.0,2.25,1640,7200,2.0,4,1985,Bellevue,213.41
2014-05-19,319950.0,4.0,1.75,2310,8045,1.0,4,1976,Renton,138.51
2014-05-19,700000.0,3.0,1.75,2010,4905,1.0,5,1912,Seattle,348.26
2014-05-19,368000.0,2.0,1.5,1660,4680,1.0,5,1908,Seattle,221.69
2014-05-19,433500.0,3.0,2.5,2200,3360,2.0,3,2009,Seattle,197.05
2014-05-19,611000.0,4.0,2.5,2460,4200,2.0,3,1998,Redmond,248.37
2014-05-19,1000000.0,2.0,1.75,2430,23400,1.0,3,1951,Shoreline,411.52
2014-05-19,307000.0,3.0,1.0,1370,7500,1.0,3,1960,Carnation,224.09
2014-05-19,442500.0,3.0,1.75,1800,10200,1.0,3,1967,Renton,245.83
2014-05-19,485000.0,3.0,1.75,2200,7706,2.0,3,1908,Des Moines,220.45
2014-05-19,367000.0,2.0,1.0,700,2334,1.0,3,1945,Seattle,524.29
2014-05-19,429000.0,3.0,2.5,1920,15124,2.0,3,1995,North Bend,223.44
2014-05-19,446000.0,5.0,2.75,2190,12687,1.0,5,1978,Kenmore,203.65
2014-05-19,572500.0,3.0,2.25,2030,9791,1.0,4,1984,Newcastle,282.02
2014-05-19,477000.0,3.0,2.5,1350,2053,3.0,3,2005,Seattle,353.33
2014-05-19,518000.0,3.0,2.5,1680,2096,2.0,3,2008,Seattle,308.33
2014-05-19,462000.0,5.0,1.75,1250,10530,1.0,4,1966,Bellevue,369.6
2014-05-19,1190000.0,4.0,3.0,2240,6000,1.5,4,1914,Seattle,531.25
2014-05-19,137000.0,3.0,1.0,950,7620,1.0,3,1954,Seattle,144.21
2014-05-19,530000.0,3.0,3.5,2320,3174,2.0,3,1997,Kirkland,228.45
2014-05-19,818000.0,2.0,2.5,2380,9374,1.0,3,2011,Redmond,343.7
2014-05-19,640000.0,2.0,2.25,1540,958,3.0,3,2007,Seattle,415.58
2014-05-19,298450.0,5.0,3.0,2100,9752,1.0,3,2007,Federal Way,142.12
2014-05-19,575000.0,4.0,2.5,2500,4945,2.0,3,2013,Snoqualmie,230.0
2014-05-20,730000.0,4.0,2.5,3230,7331,2.0,3,2004,Sammamish,226.01
2014-05-20,551000.0,3.0,2.5,2830,5802,2.0,3,2001,Kenmore,194.7
2014-05-20,271310.0,2.0,1.0,870,5340,1.5,2,1906,Seattle,311.85
2014-05-20,675000.0,4.0,3.0,2690,28300,1.0,3,1954,Normandy Park,250.93
2014-05-20,479000.0,3.0,2.5,1260,889,3.0,3,2008,Seattle,380.16
2014-05-20,520000.0,4.0,3.5,2680,10000,2.0,3,1942,Seattle,194.03
2014-05-20,599950.0,3.0,2.5,2660,4975,2.0,3,2014,Seattle,225.55
2014-05-20,483945.0,2.0,1.75,1480,5120,1.0,4,1951,Seattle,326.99
2014-05-20,390000.0,4.0,2.25,1770,33132,1.0,4,1965,Renton,220.34
2014-05-20,192500.0,2.0,1.0,950,7692,1.0,3,1926,Seattle,202.63
2014-05-20,330000.0,2.0,1.0,860,8308,1.0,4,1948,Seattle,383.72
2014-05-20,250000.0,4.0,2.0,1960,7560,1.0,5,1978,Kent,127.55
2014-05-20,243000.0,2.0,1.0,1770,5522,1.5,4,1943,Seattle,137.29
2014-05-20,575000.0,4.0,1.75,1280,6060,1.0,3,1926,Seattle,449.22
2014-05-20,639000.0,4.0,2.5,2150,12028,2.0,4,1982,Redmond,297.21
2014-05-20,710000.0,2.0,1.0,1790,4000,1.0,4,1923,Seattle,396.65
2014-05-20,675000.0,3.0,2.25,1990,10260,2.0,4,1987,Redmond,339.2
2014-05-20,405000.0,5.0,2.5,2430,4781,2.0,3,2001,Renton,166.67
2014-05-20,615000.0,4.0,2.75,2820,13193,1.0,3,1965,Bellevue,218.09
2014-05-20,490000.0,3.0,1.0,1910,8190,1.0,4,1946,Seattle,256.54
2014-05-20,467000.0,3.0,2.25,1270,1213,2.0,3,2005,Seattle,367.72
2014-05-20,480000.0,4.0,2.75,2050,3960,1.0,4,1986,Seattle,234.15
2014-05-20,755000.0,6.0,2.0,2150,4505,1.0,3,1952,Seattle,351.16
2014-05-20,760000.0,4.0,1.75,2450,13300,1.0,4,1987,Bellevue,310.2
2014-05-20,387000.0,2.0,2.25,1230,1280,2.0,3,2012,Seattle,314.63
2014-05-20,925000.0,4.0,2.25,2260,41984,1.0,4,1967,Kirkland,409.29
2014-05-20,415000.0,2.0,1.0,1050,60113,1.0,4,1943,Auburn,395.24
2014-05-20,263000.0,3.0,1.75,1570,7775,2.0,3,1982,Kent,167.52
2014-05-20,519900.0,4.0,2.0,1820,9350,1.0,4,1967,Redmond,285.66
2014-05-20,570000.0,2.0,1.75,1540,4025,1.0,4,1908,Seattle,370.13
2014-05-20,450000.0,3.0,1.5,2060,44866,1.0,3,1953,Woodinville,218.45
2014-05-20,1300000.0,4.0,3.5,4380,74052,1.0,3,2001,Redmond,296.8
2014-05-20,300000.0,3.0,1.0,1090,9900,1.0,4,1955,Redmond,275.23
2014-05-20,320000.0,3.0,1.75,1480,7225,1.0,4,1965,Renton,216.22
2014-05-20,387500.0,4.0,1.0,1320,4440,1.5,3,1929,Seattle,293.56
2014-05-20,458000.0,1.0,2.25,2140,10350,1.0,3,1976,Woodinville,214.02
2014-05-20,1212500.0,4.0,3.5,4560,16643,1.0,3,1995,Bellevue,265.9
2014-05-20,380000.0,4.0,3.0,2800,9764,2.0,3,2002,Maple Valley,135.71
2014-05-20,200000.0,3.0,1.0,1050,5000,1.0,4,1967,Renton,190.48
2014-05-20,385000.0,3.0,1.5,1490,9630,1.0,4,1959,Kenmore,258.39
2014-05-20,396675.0,2.0,1.0,1730,6375,2.0,4,1945,Seattle,229.29
2014-05-20,452000.0,4.0,1.0,1210,3760,1.5,3,1900,Seattle,373.55
2014-05-20,426000.0,4.0,2.5,2800,8494,2.0,3,2004,Maple Valley,152.14
2014-05-20,792000.0,3.0,1.5,1570,1050,2.0,3,1915,Seattle,504.46
2014-05-20,315000.0,3.0,2.25,1400,31626,1.0,2,1987,Auburn,225.0
2014-05-20,1275000.0,4.0,2.0,2850,7861,1.0,4,1970,Seattle,447.37
2014-05-20,326000.0,6.0,3.0,1880,7200,1.0,4,1966,Renton,173.4
2014-05-20,268500.0,2.0,1.0,790,8424,1.0,4,1953,Shoreline,339.87
2014-05-20,440000.0,2.0,1.75,1300,4000,2.0,3,1948,Seattle,338.46
2014-05-20,300000.0,3.0,1.0,2120,7735,1.0,4,1967,Renton,141.51
2014-05-20,525000.0,3.0,1.5,1540,4773,2.0,3,1941,Seattle,340.91
2014-05-20,978000.0,4.0,2.75,2620,13777,1.5,4,1926,Seattle,373.28
2014-05-20,1125000.0,6.0,3.0,2880,3192,2.0,4,1919,Seattle,390.62
2014-05-20,700000.0,4.0,1.0,1680,4021,1.5,3,1921,Seattle,416.67
2014-05-20,315000.0,2.0,1.0,790,6969,1.0,3,1955,Redmond,398.73
2014-05-20,309000.0,3.0,1.0,1092,7500,1.5,3,1918,Seattle,282.97
2014-05-20,219950.0,3.0,1.5,1650,9936,1.0,3,1967,Federal Way,133.3
2014-05-20,289000.0,3.0,2.5,2090,4700,2.0,3,2002,Covington,138.28
2014-05-20,210000.0,4.0,1.75,2180,28710,1.0,3,1950,SeaTac,96.33
2014-05-20,260000.0,4.0,2.5,1990,6671,2.0,3,1989,Federal Way,130.65
2014-05-20,699000.0,4.0,2.5,2650,7945,2.0,3,2006,Seattle,263.77
2014-05-20,1800000.0,4.0,3.5,4460,16953,1.0,3,1962,Medina,403.59
2014-05-20,299950.0,3.0,1.0,910,8000,1.0,4,1950,Shoreline,329.62
2014-05-20,749950.0,3.0,2.5,2770,10773,2.0,3,1992,Bellevue,270.74
2014-05-20,1100000.0,3.0,2.0,2390,6888,2.0,5,1939,Seattle,460.25
2014-05-20,555000.0,3.0,2.5,3050,158558,1.0,4,1987,Renton,181.97
2014-05-20,384000.0,3.0,2.5,1700,4000,2.0,3,2003,Snoqualmie,225.88
2014-05-20,499950.0,5.0,3.5,3200,43560,2.0,3,1989,Renton,156.23
2014-05-20,430000.0,3.0,1.75,1200,4500,1.0,5,1906,Seattle,358.33
2014-05-20,350000.0,4.0,2.25,2220,6953,2.0,4,1999,Maple Valley,157.66
2014-05-20,620000.0,3.0,2.5,2480,9041,2.0,3,2004,Redmond,250.0
2014-05-20,765000.0,4.0,2.25,2560,12100,1.0,4,1976,Redmond,298.83
2014-05-20,250000.0,4.0,1.5,2500,6300,1.0,4,1961,Kent,100.0
2014-05-20,376000.0,2.0,1.0,1150,4000,1.0,3,1947,Seattle,326.96
2014-05-20,475000.0,4.0,1.75,1650,7775,1.0,4,1950,Seattle,287.88
2014-05-20,120750.0,3.0,1.75,1140,9628,1.0,4,1969,Federal Way,105.92
2014-05-20,1690000.0,3.0,1.75,3400,8965,1.0,5,1957,Seattle,497.06
2014-05-20,330000.0,3.0,1.0,1180,43124,1.0,4,1959,Issaquah,279.66
2014-05-20,619500.0,3.0,2.5,1700,4105,2.0,3,1992,Seattle,364.41
2014-05-20,345000.0,3.0,1.5,1240,11200,1.0,4,1954,Bellevue,278.23
2014-05-20,598000.0,5.0,2.25,2890,12478,2.0,3,1977,Sammamish,206.92
2014-05-20,335000.0,3.0,1.0,1060,10050,1.0,4,1967,Kenmore,316.04
2014-05-20,372500.0,4.0,1.75,1590,10523,2.0,4,1922,Shoreline,234.28
2014-05-20,300000.0,6.0,5.25,2860,5682,2.0,3,1978,Auburn,104.9
2014-05-20,194000.0,1.0,1.0,820,1060,1.0,3,2007,Seattle,236.59
2014-05-20,507500.0,3.0,2.0,2020,8118,1.0,3,1963,Bellevue,251.24
2014-05-20,325000.0,4.0,2.25,1870,9680,1.0,4,1959,Kirkland,173.8
2014-05-20,329900.0,3.0,2.5,2170,4905,2.0,3,2004,Maple Valley,152.03
2014-05-20,329000.0,4.0,2.5,1600,6765,1.0,3,1947,Seattle,205.62
2014-05-20,494000.0,4.0,1.75,2090,4300,1.5,4,1925,Seattle,236.36
2014-05-20,206000.0,4.0,2.0,1700,6025,1.0,3,1978,Auburn,121.18
2014-05-20,423000.0,4.0,1.75,1940,6909,1.0,4,1941,Seattle,218.04
2014-05-20,259000.0,3.0,1.0,1320,8625,1.0,4,1957,Renton,196.21
2014-05-20,879950.0,4.0,2.25,3500,13875,1.0,4,1938,Seattle,251.41
2014-05-20,345600.0,5.0,3.5,2800,5120,2.5,3,1903,Seattle,123.43
2014-05-20,395000.0,3.0,1.5,1080,2940,1.5,4,1920,Seattle,365.74
2014-05-20,625000.0,4.0,2.5,3550,8048,2.0,3,2007,Snoqualmie,176.06
2014-05-20,439000.0,3.0,2.0,2010,251341,2.0,3,2003,Duvall,218.41
2014-05-20,380000.0,3.0,1.75,1690,1468,2.0,3,2008,Seattle,224.85
2014-05-20,440000.0,3.0,1.5,1270,1443,3.0,3,2007,Seattle,346.46
2014-05-20,415000.0,3.0,2.25,1970,2377,2.0,3,2008,Seattle,210.66
2014-05-20,860000.0,4.0,2.75,3160,8097,2.0,3,2014,Kirkland,272.15
2014-05-20,500000.0,3.0,2.5,1210,1200,3.0,3,2008,Seattle,413.22
2014-05-20,953007.0,4.0,3.5,3120,5086,2.0,3,2008,Seattle,305.45
2014-05-20,515000.0,4.0,2.5,2670,8765,2.0,3,2006,Renton,192.88
2014-05-20,772000.0,3.0,2.25,1640,1204,3.0,3,2014,Seattle,470.73
2014-05-20,329995.0,4.0,2.5,2303,3680,2.0,3,2013,Auburn,143.29
2014-05-20,409316.0,3.0,2.5,1800,3168,2.0,3,2014,Snoqualmie,227.4
2014-05-20,490000.0,5.0,3.5,4460,2975,3.0,3,2013,Seattle,109.87
2014-05-20,305000.0,2.0,2.5,1590,2656,2.0,3,2009,Seattle,191.82
2014-05-20,785000.0,4.0,3.5,3070,4684,2.0,3,2009,Issaquah,255.7
2014-05-21,240000.0,2.0,1.75,1330,7200,1.0,3,1993,SeaTac,180.45
2014-05-21,325000.0,3.0,1.0,990,6750,1.0,4,1947,Seattle,328.28
2014-05-21,535800.0,4.0,2.5,1900,5790,2.0,3,1994,Issaquah,282.0
2014-05-21,720000.0,3.0,2.5,2020,1159,3.0,3,2000,Seattle,356.44
2014-05-21,374000.0,3.0,1.75,2000,9416,1.0,4,1961,Kirkland,187.0
2014-05-21,189650.0,2.0,1.75,1100,7600,1.0,3,1980,Des Moines,172.41
2014-05-21,420850.0,1.0,1.0,960,40946,1.0,5,1945,Carnation,438.39
2014-05-21,815000.0,4.0,2.75,3488,9614,2.0,3,1998,Redmond,233.66
2014-05-21,1065000.0,2.0,1.75,1890,9466,2.0,3,1987,Bellevue,563.49
2014-05-21,199000.0,4.0,2.0,2030,8120,2.0,3,1950,Seattle,98.03
2014-05-21,195000.0,3.0,1.75,1380,7350,1.0,3,1981,Covington,141.3
2014-05-21,1506000.0,4.0,3.25,3660,5800,2.5,3,1909,Seattle,411.48
2014-05-21,288400.0,3.0,2.25,1870,3230,2.0,3,1997,Renton,154.22
2014-05-21,442000.0,4.0,2.25,2080,12007,1.0,4,1979,Sammamish,212.5
2014-05-21,619420.0,4.0,2.75,2450,14803,2.0,4,1988,Newcastle,252.82
2014-05-21,635000.0,4.0,2.25,2750,6180,1.0,4,1948,Seattle,230.91
2014-05-21,210000.0,3.0,1.0,1240,4842,1.0,4,1916,Seattle,169.35
2014-05-21,512500.0,3.0,2.5,1900,7604,2.0,3,1990,Kirkland,269.74
2014-05-21,567000.0,3.0,2.5,2540,6093,2.0,3,1999,Kirkland,223.23
2014-05-21,525000.0,3.0,2.75,2100,10362,2.0,3,1998,Snoqualmie Pass,250.0
2014-05-21,475000.0,4.0,2.0,1790,2250,1.0,4,1909,Seattle,265.36
2014-05-21,250000.0,3.0,2.0,1170,7258,1.0,3,1984,Auburn,213.68
2014-05-21,220000.0,3.0,1.0,1060,9126,1.0,5,1956,Enumclaw,207.55
2014-05-21,230000.0,5.0,2.0,1930,6120,1.5,3,1941,Seattle,119.17
2014-05-21,385500.0,3.0,2.0,1540,7947,1.0,3,1961,Bothell,250.32
2014-05-21,895000.0,5.0,3.0,2876,13927,1.0,4,1973,Mercer Island,311.2
2014-05-21,368250.0,3.0,2.5,2150,7484,2.0,3,1988,Sammamish,171.28
2014-05-21,249900.0,2.0,1.0,1140,5500,1.0,3,1947,Seattle,219.21
2014-05-21,350000.0,3.0,1.5,980,7790,1.0,5,1969,Kirkland,357.14
2014-05-21,175000.0,3.0,1.75,1230,13056,1.0,4,1962,Auburn,142.28
2014-05-21,270000.0,3.0,1.75,1390,10905,1.0,3,1957,Seattle,194.24
2014-05-21,495000.0,3.0,3.5,2380,6250,2.0,3,1997,Seattle,207.98
2014-05-21,1580000.0,3.0,3.25,3690,7200,2.0,3,2007,Kirkland,428.18
2014-05-21,542500.0,5.0,3.25,3010,1074218,1.5,5,1931,Issaquah,180.23
2014-05-21,330000.0,3.0,1.0,1250,9126,1.0,3,1969,Woodinville,264.0
2014-05-21,1003000.0,4.0,2.75,2290,6120,2.0,4,1926,Seattle,437.99
2014-05-21,299800.0,2.0,1.0,790,5240,1.0,4,1925,Seattle,379.49
2014-05-21,299900.0,3.0,2.5,2720,6014,2.0,3,2002,Auburn,110.26
2014-05-21,691000.0,4.0,2.75,2550,8632,1.0,3,1972,Kirkland,270.98
2014-05-21,195000.0,2.0,1.0,1080,3899,1.0,4,1972,Des Moines,180.56
2014-05-21,405000.0,3.0,1.75,2470,9620,1.0,4,1962,Des Moines,163.97
2014-05-21,360000.0,2.0,0.75,850,7710,1.0,5,1909,Seattle,423.53
2014-05-21,256750.0,3.0,2.5,1990,8991,1.0,3,1969,Kent,129.02
2014-05-21,332500.0,3.0,2.25,1800,10500,2.0,3,1995,Maple Valley,184.72
2014-05-21,975000.0,5.0,4.0,4850,36450,2.0,3,1977,Bellevue,201.03
2014-05-21,218000.0,3.0,1.0,1020,7874,1.0,3,1956,Seattle,213.73
2014-05-21,429000.0,3.0,2.5,2420,49928,2.0,3,1985,Issaquah,177.27
2014-05-21,589000.0,4.0,2.5,2910,5776,2.0,3,1998,Snoqualmie,202.41
2014-05-21,255000.0,3.0,1.5,1060,9039,1.0,3,1973,Renton,240.57
2014-05-21,668750.0,4.0,2.5,2340,6420,1.0,3,1964,Shoreline,285.79
2014-05-21,344500.0,4.0,2.75,1800,5453,1.0,3,2002,Renton,191.39
2014-05-21,452000.0,4.0,2.0,1660,6150,1.0,3,1945,Seattle,272.29
2014-05-21,540000.0,3.0,1.75,1300,62290,1.0,3,1983,Redmond,415.38
2014-05-21,246000.0,3.0,1.5,1780,23819,1.0,3,1953,Seattle,138.2
2014-05-21,535000.0,2.0,1.0,1030,4841,1.0,3,1939,Seattle,519.42
2014-05-21,970000.0,4.0,3.25,2790,5420,1.0,3,1963,Shoreline,347.67
2014-05-21,430000.0,3.0,1.0,1150,3000,1.0,5,1906,Seattle,373.91
2014-05-21,520000.0,4.0,2.5,3290,11446,2.0,3,1992,Kenmore,158.05
2014-05-21,712000.0,4.0,2.5,3400,247421,2.0,3,2001,Ravensdale,209.41
2014-05-21,450000.0,2.0,1.0,1200,4000,1.0,3,1940,Seattle,375.0
2014-05-21,220000.0,4.0,2.5,2160,8005,2.0,3,1993,Pacific,101.85
2014-05-21,525000.0,3.0,1.0,1450,4000,1.0,4,1948,Seattle,362.07
2014-05-21,1220000.0,4.0,2.5,3240,3600,2.0,3,2008,Seattle,376.54
2014-05-21,540000.0,3.0,2.0,1470,1691,2.0,3,2007,Seattle,367.35
2014-05-21,600000.0,4.0,2.5,2360,5226,2.0,3,2001,Kirkland,254.24
2014-05-21,600000.0,3.0,2.25,2230,9053,2.0,4,1987,Bellevue,269.06
2014-05-21,625000.0,4.0,2.5,2630,48706,2.0,3,1986,Woodinville,237.64
2014-05-21,150000.0,3.0,1.0,1010,25000,1.0,3,1966,Carnation,148.51
2014-05-21,389999.0,3.0,2.25,1445,1471,2.0,3,2003,Issaquah,269.9
2014-05-21,285000.0,3.0,1.75,2380,6000,1.5,3,1935,Seattle,119.75
2014-05-21,744000.0,4.0,2.75,2830,13059,2.0,3,1998,Sammamish,262.9
2014-05-21,700000.0,4.0,2.5,3010,46173,2.0,3,1996,Redmond,232.56
2014-05-21,318989.0,4.0,2.25,2000,9000,1.0,4,1978,Federal Way,159.49
2014-05-21,556000.0,3.0,2.25,2020,3600,2.0,3,1998,Kirkland,275.25
2014-05-21,275000.0,3.0,2.5,2030,6326,2.0,3,1993,Maple Valley,135.47
2014-05-21,430000.0,3.0,2.75,2550,11160,2.0,3,1994,Shoreline,168.63
2014-05-21,300000.0,2.0,1.0,970,13700,1.0,3,1949,Seattle,309.28
2014-05-21,396450.0,3.0,1.75,1540,12446,1.0,5,1967,Issaquah,257.44
2014-05-21,225000.0,2.0,1.0,1396,111949,1.0,3,1940,Redmond,161.17
2014-05-21,700000.0,4.0,3.25,2780,7875,2.0,3,2006,Seattle,251.8
2014-05-21,260000.0,6.0,2.0,2220,8797,1.0,3,1977,Auburn,117.12
2014-05-21,655000.0,4.0,3.5,2350,13402,2.0,3,1994,Kirkland,278.72
2014-05-21,1185000.0,3.0,2.25,2760,40946,2.0,5,1978,Bellevue,429.35
2014-05-21,1550000.0,3.0,2.5,4460,26027,2.0,3,1992,Kirkland,347.53
2014-05-21,413800.0,3.0,2.0,1440,4421,1.0,3,2007,Redmond,287.36
2014-05-21,950000.0,5.0,3.75,5330,6000,2.0,3,2006,Issaquah,178.24
2014-05-21,334990.0,4.0,2.5,2220,4228,2.0,3,2014,Seattle,150.9
2014-05-21,2700000.0,5.0,4.75,5305,8401,2.0,3,2005,Kirkland,508.95
2014-05-21,1030000.0,3.0,4.0,3880,13095,2.0,3,2009,Kirkland,265.46
2014-05-21,1130000.0,4.0,3.25,3810,8519,1.0,3,2007,Kirkland,296.59
2014-05-21,556000.0,3.0,3.0,1960,1168,2.0,3,2007,Issaquah,283.67
2014-05-21,360000.0,3.0,2.5,1530,1131,3.0,3,2009,Seattle,235.29
2014-05-22,480000.0,4.0,2.25,3250,34293,2.0,4,1983,Kent,147.69
2014-05-22,324000.0,3.0,2.5,1750,7208,2.0,3,1994,Renton,185.14
2014-05-22,1050000.0,4.0,3.25,3440,35021,2.0,3,1983,Kirkland,305.23
2014-05-22,275000.0,1.0,0.75,1170,14149,1.0,5,1962,Enumclaw,235.04
2014-05-22,180000.0,3.0,1.0,870,5330,1.0,3,1969,Covington,206.9
2014-05-22,749000.0,4.0,2.5,2930,18199,2.0,3,1998,Sammamish,255.63
2014-05-22,1600000.0,3.0,2.5,3160,12824,1.0,4,1966,Bellevue,506.33
2014-05-22,373500.0,2.0,1.0,800,3330,1.0,3,1918,Seattle,466.88
2014-05-22,770000.0,4.0,2.5,2350,8001,2.0,4,1987,Bellevue,327.66
2014-05-22,356000.0,2.0,1.75,1060,16470,1.0,3,1977,Woodinville,335.85
2014-05-22,625000.0,3.0,1.75,2060,12558,1.0,4,1984,Redmond,303.4
2014-05-22,494400.0,2.0,1.75,1560,1750,1.0,4,1904,Seattle,316.92
2014-05-22,585000.0,4.0,1.75,3000,42200,1.0,3,1950,Renton,195.0
2014-05-22,926300.0,3.0,1.5,1660,4800,2.0,3,1907,Seattle,558.01
2014-05-22,600000.0,3.0,1.75,1650,5100,1.0,5,1908,Seattle,363.64
2014-05-22,430000.0,4.0,3.0,3220,8936,2.0,3,1990,Kent,133.54
2014-05-22,307000.0,3.0,1.5,2320,7500,1.0,3,1976,Duvall,132.33
2014-05-22,604700.0,4.0,2.75,2750,14982,1.0,3,1981,Des Moines,219.89
